Organization ID,Organization Name,address,State,Zip Code,summary
24123,North Side Housing & Supportive Services,4101 N RAVENSWOOD AVE,IL,60613,PSH
24123,North Side Housing & Supportive Services,4231 W. DIVISION STREET,IL,60651,OPH
24123,North Side Housing & Supportive Services,4943 N KENMORE,IL,60640,PSH
24123,North Side Housing & Supportive Services,720 E. 79TH STREET,IL,60619,PSH
24123,North Side Housing & Supportive Services,9718 S HALSTED,IL,60628,ES
24132,Olive Branch Mission,1530 SEDGWICK,IL,60610,PSH
24132,Olive Branch Mission,4411 N. RAVENSWOOD AVENUE,IL,60640,ES
24132,Olive Branch Mission,4615 NORTH CLIFTON AVENUE,IL,60640,TH
24132,Olive Branch Mission,544 WEST 123RD STREET,IL,60628,ES
24132,Olive Branch Mission,6310 S. CLAREMONT,IL,60636,ES
24132,Olive Branch Mission,6310 S. CLAREMONT AVE,IL,60636,ES
24143,Renaissance Social Services Inc.,2822 W JACKSON,IL,60612,PSH
24143,Renaissance Social Services Inc.,333 N. OAKLEY BLVD,IL,60612,PSH
24143,Renaissance Social Services Inc.,3722 S. INDIANA,IL,60653,PSH
24149,The Salvation Army,800 W. LAWRENCE AVENUE,IL,60640,ES
24156,Single Room Housing Assistance Corporation,1736 W. 47TH ST.,IL,60609,PSH
24156,Single Room Housing Assistance Corporation,4750 N. SHERIDAN ROAD,IL,60640,ES
24156,Single Room Housing Assistance Corporation,501 N. CENTRAL AVENUE,IL,60644,PSH
24156,Single Room Housing Assistance Corporation,501 NORTH CENTRAL AVENUE,IL,60644,PSH
24159,St. Leonard's Ministries,1801 W ADAMS,IL,60612,ES
24159,St. Leonard's Ministries,3507 W. NORTH AVE.,IL,60647,PSH
24159,St. Leonard's Ministries,50 N HOYNE,IL,60612,PSH
24159,St. Leonard's Ministries,7750 S. EMERALD AVE,IL,60620,PSH
24159,St. Leonard's Ministries,7750 S. EMERALD AVENUE,IL,60620,ES
24164,Inner Voice,212 W. VAN BUREN,IL,60607,PSH
24164,Inner Voice,4101 N RAVENSWOOD AVE,IL,60613,OPH
24164,Inner Voice,4458 WEST JACKSON BLVD.,IL,60624,TH
24164,Inner Voice,5036 N. KENMORE AVENUE,IL,60640,PSH
24164,Inner Voice,800 W LAWRENCE AVE,IL,60640,TH
24168,The Night Ministry,3262 N CLARK STREET,IL,60657,ES
24168,The Night Ministry,4101 N RAVENSWOOD AVE,IL,60613,TH
24168,The Night Ministry,4615 NORTH CLIFTON,IL,60640,ES
24168,The Night Ministry,835 W. ADDISON,IL,60613,ES
24171,The Renaissance Collaborative Inc.,1110 N NOBLE,IL,60642,PSH
24172,Unity Parenting & Counseling Inc.,1866 N. MILWAUKEE,IL,60647,ES
24172,Unity Parenting & Counseling Inc.,2100 W WARREN BLVD,IL,60612,"RRH, TH"
24172,Unity Parenting & Counseling Inc.,3053 W. FRANKLIN BLVD,IL,60612,TH
24172,Unity Parenting & Counseling Inc.,600 W. CERMAK RD #300,IL,60616,TH
24172,Unity Parenting & Counseling Inc.,740 E. 79TH STREET,IL,60619,PSH
24172,Unity Parenting & Counseling Inc.,"7703, 7707 S. STEWART",IL,60620,PSH
24178,Urban Family Community Center,1607 W. HOWARD ST. FLOOR #3,IL,60626,ES
24178,Urban Family Community Center,1607 W. HOWARD STREET FLOOR #3,IL,60626,ES
24178,Urban Family Community Center,1609 S HOMAN,IL,60624,PSH
24178,Urban Family Community Center,1925 N. CLYBOURN AVENUE SUITE 401,IL,60614,PSH
24178,Urban Family Community Center,6212 S SANGAMON,IL,60621,ES
24178,Urban Family Community Center,8040 S WESTERN AVENUE,IL,60620,ES
24184,Thresholds Inc.,1110 N NOBLE,IL,60642,PSH
24184,Thresholds Inc.,1922 S AVERS AVENUE,IL,60623,PSH
24184,Thresholds Inc.,2750 WEST ROOSEVELT ROAD,IL,60608,PSH
24184,Thresholds Inc.,30 W. CHICAGO AVENUE,IL,60654,PSH
24184,Thresholds Inc.,3208 N SHEFFIELD AVE,IL,60657,PSH
24184,Thresholds Inc.,3262 N CLARK STREET,IL,60657,PSH
24184,Thresholds Inc.,334 N MENARD,IL,60644,PSH
24184,Thresholds Inc.,3757 S. WABASH,IL,60653,SH
24184,Thresholds Inc.,4101 N RAVENSWOOD AVE,IL,60613,"PSH, SH"
24184,Thresholds Inc.,4101 N. RAVENSWOOD,IL,60613,"PSH, RRH"
24184,Thresholds Inc.,500 W ENGLEWOOD,IL,60621,PSH
24184,Thresholds Inc.,6808 N. WAYNE,IL,60626,PSH
24198,Catholic Charities of Chicago,2601 WEST MARQUETTE ROAD,IL,60629,"PSH, RRH"
24198,Catholic Charities of Chicago,50 N HOYNE,IL,60612,PSH
24198,Catholic Charities of Chicago,642 N KEDZIE AVE,IL,60612,PSH
24198,Catholic Charities of Chicago,7632 N PAULINA STREET,IL,60626,ES
24198,Catholic Charities of Chicago,7750 S. EMERALD AVE,IL,60620,PSH
24198,Catholic Charities of Chicago,7750 S. EMERALD AVENUE,IL,60620,PSH
24198,Catholic Charities of Chicago,9718 S HALSTED,IL,60628,PSH
24216,AIDS Foundation of Chicago,1607 W HOWARD ST. FLOOR 3,IL,60626,PSH
24216,AIDS Foundation of Chicago,200 W. JACKSON,IL,60606,PSH
24216,AIDS Foundation of Chicago,200 W. JACKSON BLVD.,IL,60606,PSH
24216,AIDS Foundation of Chicago,2703 W DIVISION STREET,IL,60622,RRH
24216,AIDS Foundation of Chicago,2750 WEST ROOSEVELT RD,IL,60608,PSH
24216,AIDS Foundation of Chicago,600 W. FULLERTON PKWY,IL,60614,PSH
24221,CDHS,1615 W CHICAGO,IL,60622,PSH
24226,Mercy Housing Lakefront-Wentworth Commons,11045 S WENTWORTH,IL,60628,PSH
24226,Mercy Housing Lakefront-Wentworth Commons,1607 W HOWARD ST. FLOOR 3,IL,60626,PSH
24226,Mercy Housing Lakefront-Wentworth Commons,1607 W HOWARD ST. FLOOR3,IL,60626,PSH
24226,Mercy Housing Lakefront-Wentworth Commons,4411 N. RAVENSWOOD AVENUE,IL,60640,PSH
24235,Interfaith Housing Development Corp.,1607 W. HOWARD ST. FLOOR 3,IL,60626,PSH
24235,Interfaith Housing Development Corp.,4750 N. SHERIDAN ROAD,IL,60640,PSH
24235,Interfaith Housing Development Corp.,514 E. 50TH PLACE,IL,60615,PSH
24235,Interfaith Housing Development Corp.,5628 S. HALSTED,IL,60621,PSH
24235,Interfaith Housing Development Corp.,642 N KEDZIE AVE,IL,60612,PSH
24235,Interfaith Housing Development Corp.,7859 S. ASHLAND AVENUE,IL,60620,PSH
24241,Teen Living Programs,1532 N SEDGWICK,IL,60610,TH
24241,Teen Living Programs,162 W HUBBARD ST,IL,60654,TH
24241,Teen Living Programs,3745 S INDIANA AVE,IL,60653,"ES, TH"
24241,Teen Living Programs,9519 S COMMERCIAL AVE,IL,60617,TH
24245,Affordable Housing,4730 WINTHROP AVE.,IL,60640,PSH
24250,Near West Side Community Development Corporation,200 S SACRAMENTO,IL,60612,PSH
24250,Near West Side Community Development Corporation,5000 S. INDIANA AVE.,IL,60615,PSH
24252,AFC-Community Development Corporation,1316 S. SPAULDING AVE,IL,60623,PSH
24254,Trilogy Inc.,1607 W HOWARD ST. FLOOR 3,IL,60626,PSH
24261,Mercy Housing Lakefront,1607 W HOWARD ST FLOOR 3,IL,60626,PSH
24261,Mercy Housing Lakefront,2601 WEST MARQUETTE ROAD,IL,60629,PSH
24282,Directions for Living,1437 S BELCHER RD,FL,33764,RRH
24283,Youth Haven,5867 WHITAKER RD,FL,34112,"RRH, TH"
24284,"Mental Health Association in Essex Cty, Inc",6096 NYS ROUTE 9N,NY,12993,PSH
24285,Newport News Department of Human Services,746 ADAMS DR,VA,23601,RRH
24286,Soldier On,421 N MAIN ST,MA,1053,RRH
24287,Monmouth County Community Development,3000 KOZLOSKI RD,NJ,7728,RRH
24288,Elijah's Promise,180 REDMOND ST,NJ,8901,PSH
24289,Catholic Family Community Services,19-21 BELMONT AVE,NJ,7801,"PSH, RRH"
24291,Rutgers-UBHC,57 HADDONFIELD ROAD - SUITE 120,NJ,8002,PSH
24299,Great Lakes Community Action Partnership GLCAP,109 S FRONT ST,OH,43420,RRH
24303,Fish of Northwest Connecticut,332 S MAIN ST,CT,6790,"ES, TH"
24306,Upper Bucks Code Blue,41 E CHERRY RD,PA,18951,ES
24310,ACE Opportunities - Male,5722 BERLIN DR,FL,34668,"RRH, TH"
24312,Palmetto Place Children's Shelter,1435 PLATT SPRINGS RD,SC,29169,"ES, TH"
24312,Palmetto Place Children's Shelter,1435 PLATT SPRINGS ROAD,SC,29169,RRH
24314,"His Mission, Inc.",342 BIRCH ST,PA,19348,TH
24315,Good Samaritan Services,141 HIGH ST,PA,19460,"ES, TH"
24315,Good Samaritan Services,318 MAIN ST,PA,19460,OPH
24316,"Evans Management Group, Inc.",201 HIGH ST,PA,19460,OPH
24317,"Gaudenzia, Inc.",1030 S CONCORD RD,PA,19382,OPH
24319,"Human Services, Inc.",330 W MARKET STREET,PA,19382,RRH
24319,"Human Services, Inc.",410 BOOT RD,PA,19335,PSH
24320,Pennsylvania Home of the Sparrow,414 S WALNUT ST,PA,19382,TH
24322,"Veterans Multi-Service Center, Inc.",1400 BLACKHORSE HILL RD,PA,19320,TH
24322,"Veterans Multi-Service Center, Inc.",605 E LINCOLN HWY,PA,19320,RRH
24323,"W.C. Atkinson Memorial Community Service Center, Inc.",810 EAST DIAMOND STREET,PA,19320,ES
24323,"W.C. Atkinson Memorial Community Service Center, Inc.",824 E CHESTNUT ST,PA,19320,"ES, PSH, TH"
24326,Bloomington Catholic Worker,821 N BLAIR AVE,IN,47404,ES
24327,The Housing Authority (The County of Chester),30 W BARNARD ST,PA,19382,RRH
24327,The Housing Authority (The County of Chester),30 W BARNARD STREET,PA,19382,RRH
24328,Liberation Family Services,1201 HULL ST,VA,23224,"SH, TH"
24333,Grateful Life Community Church,"207 OAKWOOD AVENUE, NW",AL,35811,ES
24334,Family Guidance,125 ESSEX ST,NJ,7608,TH
24337,Integral Care (formerly ATCIC),1430 COLLIER ST,TX,78704,"PSH, RRH"
24337,Integral Care (formerly ATCIC),3000 OAK SPRINGS DR,TX,78702,PSH
24337,Integral Care (formerly ATCIC),5307 E RIVERSIDE DR,TX,78741,SH
24338,ATCIC-Housing Authority City of Austin,1430 COLLIER ST,TX,78704,PSH
24339,ATCIC-Housing Authority of Travis County,1430 COLLIER ST,TX,78704,PSH
24347,"CaringWorks, Inc.",4035 SEVEN OAKS LN,GA,30344,PSH
24362,"Mary Hall Freedom House, Inc.",100 CHATTAHOOCHEE CIR,GA,30075,PSH
24362,"Mary Hall Freedom House, Inc.",3200 DESERT DR,GA,30344,PSH
24362,"Mary Hall Freedom House, Inc.",8995 ROSWELL RD,GA,30350,"RRH, TH"
24362,"Mary Hall Freedom House, Inc.",9600 ROBERTS DRIVE,GA,30350,TH
24368,The Drake House,10500 CLARA DR,GA,30075,ES
24371,Leech Lake Housing Authority,190 SAILSTAR DRIVE NWPO BOX 938,MN,56633,ES
24371,Leech Lake Housing Authority,611 ELM AVENUE,MN,56633,TH
24371,Leech Lake Housing Authority,611 ELM AVEPO BOX 938,MN,56633,RRH
24373,Heartland Alliance Health,424 S. TAYLOR AVE,IL,60302,PSH
24373,Heartland Alliance Health,800 SOUTH 13TH AVE,IL,60153,TH
24374,Housing Authority of Cook County,4040 LINDENWOOD DR,IL,60443,PSH
24374,Housing Authority of Cook County,5000 S 5TH AVE,IL,60141,PSH
24375,WV Veterans Home,512 WATER ST,WV,25504,ES
24377,Union Gospel Mission,196 W HAYCRAFT AVE,ID,83815,TH
24379,United Way of Southeastern Connecticut,119 HIGH STREET,CT,6355,RRH
24380,Family Promise of Cobb County,2325 ROSWELL ROAD,GA,30062,ES
24380,Family Promise of Cobb County,660 ACWORTH DUE WEST RD.,GA,30152,TH
24388,Volunteers of America - Central Indiana,34 W JEFFERSON ST,IN,46131,RRH
24389,InteCare - Central Indiana,1 HAMILTON COUNTY SQSUITE 179,IN,46060,RRH
24390,Volunteers of America - Evansville,501 JOHN ST STE 3,IN,47713,RRH
24391,Volunteers of America - Southern Indiana,"ADMINISTRATION 927 N. PENNSYLVANIA ST.,",IN,46204,RRH
24392,Amherst Community Connections,121 NORTH PLEASANT STREET,MA,1002,TH
24393,Housing Authority of City Of Pocatello,711 N 6TH AVE,ID,83201,PSH
24398,Mickins Boarding Home,432 2ND ST N,AL,35204,ES
24401,Asset Building Network,12211 FONDREN RD,TX,77035,OPH
24403,City of Texarkana,902 W 12TH,TX,75501,"ES, RRH"
24405,AIDS Alabama South,3800 MICHAEL BLVD,AL,36609,TH
24407,Odessa Links,119 W 4TH ST STE 201,TX,79761,RRH
24412,Interfaith Community Homeless Mens Shelter,SCATTERED SITE221 E 6TH STREET,IN,47408,ES
24420,Family Promise,402 UNION AVE,NJ,7208,"ES, RRH"
24421,Peace House Inc.,257 MOUNT PROSPECT AVE,NJ,7104,ES
24422,Catholic Family and Community Services,SCATTERED SITES,NJ,7823,RRH
24424,Unison Behavioral Health,127 HAVANNA AVE,GA,31501,PSH
24425,Motel Voucher,306 S COMMERCE DR,IN,47274,ES
24425,Motel Voucher,431 S COLLEGE AVE,IN,47403,ES
24425,Motel Voucher,SCATTERED SITE,IN,47201,ES
24425,Motel Voucher,SCATTERED SITES,IN,47170,ES
24426,Albany Area Community Service Board,2415 BRIERWOOD DR,GA,31705,PSH
24426,Albany Area Community Service Board,601 11TH AVE,GA,31701,PSH
24427,Lookout Mountain Community Services,90 AUGUSTA DR,GA,30742,PSH
24431,Goodwill Ind. of Western Michigan - Manistee CoC (3409),MAIN STREET,MI,49431,RRH
24434,KeyStone Place Inc. St. Joseph (2163),505 E MARKET ST,MI,49032,"ES, RRH"
24436,Catholic Charities Archdiocese of Newark,368 S 7TH ST,NJ,7103,ES
24436,Catholic Charities Archdiocese of Newark,368 SOUTH 7TH STREET,NJ,7103,ES
24436,Catholic Charities Archdiocese of Newark,404 UNIVERSITY AVE,NJ,7102,"ES, PSH, RRH, TH"
24437,Mid Michigan CAA - Mecosta (952),405 S 3RD AVE,MI,49307,RRH
24441,NEMSCA  NE COC (474),MAIN ST,MI,49707,RRH
24442,Pines Behavioral Health Branch CoC (4720),200 ORLEANS BLVD,MI,49036,"ES, RRH"
24446,Lutheran Social Services of the Southwest,10201 S 51ST ST,AZ,85044,ES
24446,Lutheran Social Services of the Southwest,5049 E BROADWAY RD,AZ,85206,ES
24447,Project Veteran's Pride,6635 W HAPPY VALLEY RD,AZ,85310,ES
24463,Opportunity Place - Fort Walton Beach,305 LOVEJOY ROAD,FL,32548,ES
24467,Fairmont Health Services,202 FAIRMOUNT AVE,NJ,7103,ES
24469,Newly Destined Inc.,1114 BROAD STREET,NJ,7103,ES
24480,City of Kenner Community Development,210 REV. RICHARD WILSON DRIVE,LA,70062,ES
24483,Second Wind Cottages,1435 ELMIRA RD,NY,14867,OPH
24484,Total Community Action,1420 S JEFF DAVIS PKWY,LA,70125,RRH
24485,Goodwill Ind. Otsego (3478),1430 PATRIOT DR,MI,49735,TH
24488,Briarpatch,1738 ROTH ST,WI,53704,TH
24488,Briarpatch,2720 RIMROCK RD,WI,53713,ES
24495,Youth Attention Center Mecosta/Osceola HYR Only DHS (6669),400 ELM ST,MI,49307,TH
24501,Northland Cares,3112 CLEARWATER DR # A,AZ,86313,PSH
24507,St. George Housing Authority,975 N 1725 W,UT,84770,PSH
24507,St. George Housing Authority,975 N 1725 W #101,UT,84770,PSH
24512,Hillcrest Hope,5609 APT. #1 N,MO,64151,TH
24512,Hillcrest Hope,612 N. GROVER STREETAPT. 7,MO,64068,TH
24519,Good Samaritan Mission,285 W PEARL AVE,WY,83001,"ES, TH"
24528,Commonwealth Catholic Charities,1601 ROLLING HILLS DR.,VA,23229,PSH
24529,"Safe Habor Children's Center, Inc, Inc",2215 GLOUCESTER ST,GA,31520,ES
24533,We Care and Friends,92 W WASHINGTON ST,MD,21401,ES
24546,Salvation Army - KC,101 W LINWOOD BLVD,MO,64111,RRH
24548,Columbia Interfaith Resource Center,2601 W. BROADWAY,MO,65203,ES
24549,Chip/Luce/Mack Sault Tribe Lodge of Bravery (8290),102MAIN ST,MI,49783,ES
24552,"The Light House, Inc.",10 HUDSON ST,MD,21401,"ES, OPH"
24552,"The Light House, Inc.",10 HUDSON STREET,MD,21401,ES
24552,"The Light House, Inc.",160 WEST ST,MD,21401,OPH
24552,"The Light House, Inc.",8 WILLOW ST,MD,21401,OPH
24554,EIGHT CAP - Gratiot CoC (1310),525 N STATE ST STE 2,MI,48801,ES
24555,EIGHT CAP - Ionia Montcalm CoC (7613),904 OAK DR (TURK LAKE),MI,48838,ES
24555,EIGHT CAP - Ionia Montcalm CoC (7613),MAIN STREET,MI,48846,ES
24556,Emergency Shelter Services (ESS) Berrien Co HARA Screenings (764),645 PIPESTONE ST,MI,49022,ES
24557,Alliance For Housing and Healing,638 E. SUNRISE BLVD,CA,90806,TH
24557,Alliance For Housing and Healing,706 LIME AVE.,CA,92801,TH
24559,Together,812 S 24TH ST,NE,68108,RRH
24562,Eden Housing,28901 MISSION BLVD,CA,94544,PSH
24562,Eden Housing,3701 PERALTA BLVD,CA,94536,PSH
24563,Family Promise Branch County Non Part ES (10176),63 W WASHINGTON ST,MI,49036,ES
24564,Good Samaritan Rescue Mission Bay CoC (2596),713 9TH ST,MI,48708,ES
24566,Region 1 Delta CoC (16)(1759),3001 5TH AVE S,MI,49829,ES
24568,Region 1 Menominee CoC (41)(1146),N1405 US 41,MI,49858,ES
24571,Region 4 Arenac CoC (472),MAIN STREET,MI,48658,ES
24578,True North Community Services - Mason (9722),6308 S WARNER,MI,49431,RRH
24578,True North Community Services - Mason (9722),MAIN STREET,MI,49431,ES
24579,United Way Otsego County (3425),116 E 5TH ST,MI,49735,ES
24580,Women's Informatin Service Inc Mecosta Osceola CoC (3351),713 OSCEOLA AVE,MI,49307,ES
24583,Five County Association of Governments (FCAOG),1070 WEST 1600 SOUTH,UT,84770,RRH
24584,Family Promise,176 LOUDON RD,NH,3301,ES
24584,Family Promise,6 EMERY LN,NH,3885,ES
25566,Dream Centers of Colorado Springs,3650 AIRPORT RD,CO,80910,TH
25568,Steps Inc.,106 S RIDGE ST,VA,24541,RRH
25568,Steps Inc.,225 INDUSTRIAL PARK RD,VA,23901,ES
25862,Mental Health Association of NW PA,1101 PEACH ST.,PA,16501,"ES, PSH"
25863,"Crossroads Shelter of Beaver County, Inc.",409 11TH ST,PA,15010,ES
25864,Code Blue,226 WARREN ST,NY,12801,ES
25864,Code Blue,27 WOODLAWN STREET,NY,12866,ES
25864,Code Blue,47 LAWRENCE ST,NY,12801,ES
27033,The Health Trust,96 S ALMADEN AVE,CA,95113,TH
27784,Butler Homeless Initiative,202 N TAYLOR,KS,67042,ES
28638,"Catholic Charities of Los Angeles, Inc.",1640 ROCKWOOD ST.,CA,90026,ES
28638,"Catholic Charities of Los Angeles, Inc.",1671 BEVERLY BLVD.,CA,90026,TH
28638,"Catholic Charities of Los Angeles, Inc.",267 BELMONT AVE.,CA,90026,ES
28638,"Catholic Charities of Los Angeles, Inc.",357 S. WESTLAKE AVE.,CA,90057,ES
28669,"JWCH Institute, Inc.",5600 RICKENBACKER RD.,CA,90201,ES
28669,"JWCH Institute, Inc.",5650 JILLSON ST.,CA,90040,ES
28669,"JWCH Institute, Inc.",8809 CRENSHAW BLVD.,CA,90305,TH
28689,"United States Veterans Initiative, Inc.",2001 RIVER AVE.,CA,90810,ES
28689,"United States Veterans Initiative, Inc.",733 S. HINDRY AVE.,CA,90301,"ES, SH, TH"
28689,"United States Veterans Initiative, Inc.",800 W. SIXTH ST.STE. 1505,CA,90017,"RRH, TH"
28732,"Special Service for Groups, Inc.",11601 S. WESTERN AVE.,CA,90047,RRH
28732,"Special Service for Groups, Inc.",11905 S. CENTRAL AVE.,CA,90059,RRH
28732,"Special Service for Groups, Inc.",1218 W. 59TH ST.,CA,90044,ES
28732,"Special Service for Groups, Inc.",1718 W. VERNON AVE.,CA,90062,RRH
28732,"Special Service for Groups, Inc.",2116 ARLINGTON AVE.,CA,90018,RRH
28732,"Special Service for Groups, Inc.",4003 W. ADAMS BLVD.,CA,90018,RRH
28732,"Special Service for Groups, Inc.",5721 S. WESTERN AVE.,CA,90062,"ES, RRH"
28732,"Special Service for Groups, Inc.",5849 CROCKER ST.,CA,90003,"ES, OPH, PSH, RRH"
28732,"Special Service for Groups, Inc.",600 ST. PAUL AVE.,CA,90017,PSH
28732,"Special Service for Groups, Inc.",6400 WEST BLVD.,CA,90043,RRH
28732,"Special Service for Groups, Inc.",6666 GREEN VALLEY CIR.,CA,90230,RRH
28732,"Special Service for Groups, Inc.",7913 S. WESTERN AVE.,CA,90047,RRH
28732,"Special Service for Groups, Inc.",8124 S. WESTERN AVE.,CA,90047,ES
28732,"Special Service for Groups, Inc.",838 E. 109TH ST.,CA,90059,ES
28732,"Special Service for Groups, Inc.",8714 S. WESTERN AVE.,CA,90074,ES
28847,Volunteers of America of Los Angeles,11329 VALERIO ST.,CA,91352,RRH
28847,Volunteers of America of Los Angeles,1400 E. MISSION BLVD.,CA,91766,ES
28847,Volunteers of America of Los Angeles,154 E. AVE I.,CA,93535,"ES, TH"
28847,Volunteers of America of Los Angeles,156 W. PALOS VERDES DR.,CA,90732,PSH
28847,Volunteers of America of Los Angeles,2040 N. GAREY ST.,CA,91767,ES
28847,Volunteers of America of Los Angeles,240 N. BREED ST.,CA,90033,"ES, PSH, RRH"
28847,Volunteers of America of Los Angeles,3804 BROADWAY PL.,CA,90037,"ES, RRH"
28847,Volunteers of America of Los Angeles,40511 MILLS AVE.,CA,90604,ES
28847,Volunteers of America of Los Angeles,4501 SANTA ANITA AVE.,CA,91731,RRH
28847,Volunteers of America of Los Angeles,4920 S. AVALON BLVD.,CA,90011,RRH
28847,Volunteers of America of Los Angeles,510 VINELAND PARK.,CA,91746,ES
28847,Volunteers of America of Los Angeles,543 CROCKER ST.,CA,90013,ES
28847,Volunteers of America of Los Angeles,600 N. ALAMEDA ST.,CA,90221,RRH
28847,Volunteers of America of Los Angeles,6428 WHITSETT AVE.,CA,91606,TH
28847,Volunteers of America of Los Angeles,6724 TUJUNGA AVE.,CA,91606,TH
28847,Volunteers of America of Los Angeles,755 E. 84TH PL.,CA,90001,"ES, TH"
28847,Volunteers of America of Los Angeles,8224 S. BROADWAY.,CA,90003,ES
28847,Volunteers of America of Los Angeles,8770 S. BROADWAY.,CA,90003,ES
28874,Coalition for Responsible Community Development,1006 E. 28TH ST.,CA,90011,PSH
28874,Coalition for Responsible Community Development,157 E. 36TH ST.,CA,90011,PSH
28874,Coalition for Responsible Community Development,4201 S. CENTRAL AVE.,CA,90011,"OPH, RRH"
28874,Coalition for Responsible Community Development,4775 S. BROADWAY,CA,90037,PSH
28874,Coalition for Responsible Community Development,6525 S. NORMANDIE AVE.,CA,90044,PSH
28874,Coalition for Responsible Community Development,7821 S. FIGUEROA ST.,CA,90003,PSH
28901,"San Fernando Valley Community Mental Health Center, Inc.",16360 ROSCOE BLVD.#200,CA,91406,"OPH, PSH, TH"
28978,St. Anne's Maternity Home,151 N. OCCIDENTAL BLVD.,CA,90026,TH
28978,St. Anne's Maternity Home,155 N. OCCIDENTAL BLVD.,CA,90026,TH
28993,Union Station Homeless Services,1755 E. HUNTINGTON DR.STE. 103,CA,91010,PSH
28993,Union Station Homeless Services,825 E. ORANGE GROVE BLVD.,CA,91104,"ES, RRH"
29013,"BRIDGES, Inc.",11927 ELLIOTT AVE.,CA,91732,TH
29025,"Chosen Gospel Recovery, Inc.",417 W. 55TH ST.,CA,90037,TH
29032,Community's Child Inc.,25520 WOODWARD AVE.,CA,90717,TH
29137,Sanctuary of Hope,"13245 HAWTHORNE BLVD., STE 202",CA,90250,TH
29137,Sanctuary of Hope,3910 WALTON AVE.,CA,90037,ES
29137,Sanctuary of Hope,4003 W. ADAMS BLVD.,CA,90018,TH
29142,"AMCAL Multi-Housing, Inc.",1126 W. IMPERIAL HWY.,CA,90044,PSH
29154,Housing Works,1277 N. WILCOX AVE.,CA,90038,PSH
29154,Housing Works,8300 SANTA MONICA BLVD.,CA,90069,PSH
29158,West Hollywood Community Housing Corporation,1123 N. DETROIT ST.,CA,90046,PSH
29158,West Hollywood Community Housing Corporation,1145 N. LA BREA AVE.,CA,90038,PSH
29158,West Hollywood Community Housing Corporation,1225 S. VERMONT AVE.,CA,90006,OPH
29161,Aszkenazy Development,124 HARDING AVE.,CA,91340,PSH
29161,Aszkenazy Development,133 PARK AVE.,CA,91340,PSH
29348,Powerhouse Community Development Corporation,263 W MORGAN ST,MO,65340,"ES, TH"
29349,Veterans Administration,113 HOLLAND AVE,NY,12208,PSH
29437,Camp Haven Inc.,3256 US HIGHWAY 1,FL,32960,TH
29438,"Justice Resource Institute, Inc.",1261 CHURCH STREET,MA,2740,ES
29442,Catholic Charities of St Johns County,3940 LEWIS SPEEDWAY STE 2102,FL,32084,RRH
29443,Family Promise of Greater Des Moines,4114 ALLISON AVE,IA,50310,ES
29469,St Johns County Health & Human Services,200 SAN SEBASTIAN VW,FL,32084,RRH
29473,YMCA of Delaware,501 W 11TH ST,DE,19801,PSH
29475,Baker Ripley (NCI),14355 WALLISVILLE RD,TX,77049,RRH
29476,YMCA Supportive Housing,2 SW 9TH ST,IA,50309,OPH
29477,Hawthorn Hill,3001 GRAND AVE,IA,50312,ES
29501,The Children's Place Association,200 W JACKSON,IL,60606,PSH
29501,The Children's Place Association,"200 W JACKSON BLVD, SUITE 2100",IL,60606,PSH
29501,The Children's Place Association,2425 WEST JACKSON,IL,60612,PSH
29502,"Open Hearth, Inc.",101 N MAIN ST,PA,19475,PSH
29503,Redemption House Ministries,445 NW 3RD ST,OR,97754,ES
29503,Redemption House Ministries,780 E 1ST ST,OR,97754,ES
29507,Westcare,410 E 7TH ST STE 9,CA,93230,RRH
29510,Hope Center Incorporated,2245 MANHATTAN BLVD STE 100,LA,70058,RRH
29596,ABCCM,20 TWENTIETH ST.,NC,28806,RRH
29597,Hope House,3500 MISSOURI FLAT RD,CA,95667,TH
29601,Volunteers of America of Illinois,1919 MAIN ST,IL,60160,SH
29601,Volunteers of America of Illinois,47 W POLK ST,IL,60605,RRH
29604,Community Crisis Center,704 N. 30TH STREET,MT,59101,ES
29605,Housing Corporation of Arlington,258-260 MASSACHUSETTS AVE,MA,2474,PSH
29606,Volunteers of America,2 NORTH ST,MA,2144,TH
29755,Philadelphia Veterans House,4108 BALTIMORE AVE,PA,19104,ES
29756,Fourth & Hope - City of Woodland,285 4TH ST,CA,95695,PSH
29756,Fourth & Hope - City of Woodland,932 NORTH ST APT A,CA,95695,PSH
29903,Santa Cruz Veterans Resource Center,1658 SOQUEL DR B,CA,95065,RRH
30198,Veteran Community Services,3760 CONVOY ST. STE 344,CA,92111,RRH
30199,Catholic Charities,1106 N EL DORADO ST,CA,95202,RRH
30200,YWCA of Greater Harrisburg,1101 MARKET ST,PA,17103,"OPH, RRH"
30201,"Volunteers of America of Pennsylvania, Inc.",2122 WALNUT ST,PA,17103,RRH
30206,Survivors & Advocates for Empowerment (SAFE),500 INDIANA AVE NW,DC,20001,ES
30207,Wanda Alston Foundation,1312 E CAPITOL ST NE,DC,20003,TH
30213,Wesley United Methodist Church,107 W HIGH ST,WV,26537,ES
30214,Homeless Veterans Emergency Housing Facility (HVEHF),10 KIRK AVE,CA,95127,"ES, TH"
30217,WV Community Action Partnership,111 WILLOW LANE,WV,25801,RRH
30217,WV Community Action Partnership,1626 W 3RD AVE,WV,25661,RRH
30217,WV Community Action Partnership,228 CLAY ST,WV,26836,RRH
30217,WV Community Action Partnership,26 N KANAWHA ST,WV,26201,RRH
